gene	SRX6979736	SRX6979834	SRX6979652	SRX6979876	SRX6979772	SRX6979560	SRX6980266	SRX6979649	SRX6979840	SRX6979631	SRX6979727	SRX6979566	SRX6979688	SRX6979822	SRX6980181	SRX6979816	SRX6980269	SRX6980153	SRX6979763	SRX6979778	SRX6979855	SRX6979745	SRX6979849	SRX6979563	SRX6980245	SRX6979691	SRX6979882	SRX6979852	SRX6979622	SRX6980299	SRX6980014	SRX6979548	SRX6980290	SRX6979786	SRX6979795	SRX6979754	SRX6980218	SRX6979807	SRX6980221	SRX6979867	SRX6979798	SRX6979846	SRX6979706	SRX6979700	SRX6979733	SRX6980203	SRX6979775	SRX6979781	SRX6979864	SRX6980039	SRX6979554	SRX6979879	SRX6979819	SRX6979625	SRX6979599	SRX6979757
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09593077941935593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04646353706556651	0.0	0.0	0.0	0.0	0.0	0.0
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09593077941935593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14443637927751046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04646353706556651	0.0	0.0	0.0	0.0	0.0	0.0
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09593077941935593	0.0	0.0	0.0	0.3461227417005391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14443637927751046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09292707413113302	0.0	0.0	0.0	0.0	0.0	0.0
8	0.0	0.0	0.0	0.16495905180217352	0.0	0.0	0.029972057051211157	0.0	0.10726877919655041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1071930043272744	0.0	0.0	0.09593077941935593	0.0	0.0	0.0	0.6922454834010782	0.0	0.0	0.23532977702974286	0.0	0.0	0.0	0.10699468097342477	0.2166545689162657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16728567944249706	0.0	0.0	0.0	0.09292707413113302	0.0	0.0	0.0	0.0	0.0	0.0
9	0.033420534191144866	0.13709236015122658	0.7886661316005111	1.1547133626152146	0.6186917927027777	0.0	0.2697485134609004	0.11085958303493629	0.3218063375896512	0.05144663301851081	0.20942452235502063	0.09243012097993675	0.12465127248381747	0.5083244224062086	0.4373665703935372	0.2813033091747707	0.3369577444318154	0.6431580259636464	0.15000697907470145	0.2623306041113108	0.2877923382580678	0.17490732622773486	0.2420223386618585	0.0917626798703375	1.2114295959518868	0.3629054061655451	0.19740569436465966	0.23532977702974286	0.30830895722819557	0.38790852909999274	0.09451710972349492	1.9259042575216458	0.4333091378325314	0.13420457151768325	0.10038103637597959	0.22053935988009715	0.7053666676688751	0.7347199076277477	0.0	0.0	1.091758564144091	0.10989731963734324	0.027160306320453156	0.21923113011893727	0.23692060079905422	0.5018570383274912	0.0	0.21831301239428466	0.35697339677178963	1.1151248895735961	0.3299387039875732	0.10453586884386308	0.46555028742298826	0.27963185347961994	0.0	0.0
10	0.033420534191144866	0.34273090037806647	1.3144435526675187	1.4846314662195617	0.9280376890541667	0.5844100211357728	0.6294131980754343	0.3325787491048089	1.072687791965504	0.46301969716659724	0.3664929141212861	0.8318710888194307	0.3739538174514524	0.711654191368692	0.7872598267083669	0.2813033091747707	0.6177558647916616	0.8575440346181952	0.3750174476867536	0.4590785571947939	0.4316885073871017	0.2448702567188288	0.2420223386618585	0.5046947392868563	1.557552337652426	0.6048423436092418	0.26320759248621284	0.7059893310892286	0.30830895722819557	0.38790852909999274	0.28355132917048476	3.8518085150432917	0.649963706748797	0.2684091430353665	0.10038103637597959	0.8086443195603562	0.8817083345860939	1.0612620887956357	0.08375424026779915	0.28289383418743697	1.9235746130157791	0.6593839178240595	0.13580153160226577	0.29230817349191635	0.23692060079905422	1.3382854355399765	0.10746754345853123	0.5093970289199975	0.7853414728979372	1.7656144084915273	0.3959264447850878	0.20907173768772616	0.7759171457049805	0.34953981684952495	0.0	0.10164279145257307
