gene	SRX6979813	SRX6979736	SRX6979634	SRX6979643	SRX6979789	SRX6980129	SRX6979581	SRX6979628	SRX6979631	SRX6979727	SRX6979837	SRX6979608	SRX6979816	SRX6979825	SRX6979766	SRX6979778	SRX6979885	SRX6979745	SRX6979849	SRX6979563	SRX6979533	SRX6979965	SRX6979882	SRX6979852	SRX6979971	SRX6980260	SRX6979760	SRX6980079	SRX6979968	SRX6979593	SRX6980089	SRX6980224	SRX6979798	SRX6980233	SRX6979751	SRX6979733	SRX6979730	SRX6979775	SRX6979697	SRX6979781	SRX6980263	SRX6980132	SRX6979536	SRX6979521	SRX6979667	SRX6980257	SRX6979879	SRX6979613	SRX6979956	SRX6979962	SRX6979685
1	0.0	0.06684106838228973	0.0	0.11624251194798658	0.0	0.0	0.0	0.061336635697799305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06580189812155321	0.0	0.0	0.0	0.04488893467560226	0.0	0.0	0.11026812355851995	0.0	0.0	0.0	0.07541239551282672	0.03169892714030126	0.0	0.0	0.0	0.10109715689520521	0.0	0.0	0.0	0.03879246053012613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.06684106838228973	0.0	0.11624251194798658	0.0	0.0	0.0	0.061336635697799305	0.0	0.0	0.0	0.0	0.0	0.015108902780450585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13160379624310642	0.0	0.0	0.0	0.04488893467560226	0.0	0.0	0.16540218533777992	0.0	0.0	0.0	0.07541239551282672	0.03169892714030126	0.0	0.0	0.0	0.10109715689520521	0.0	0.0	0.0	0.03879246053012613	0.19978572315239496	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.06684106838228973	0.0	0.11624251194798658	0.026041781955805532	0.0	0.0	0.061336635697799305	0.0	0.0	0.0	0.0	0.0	0.015108902780450585	0.0	0.0	0.0	0.0	0.0	0.0917626798703375	0.0	0.0	0.13160379624310642	0.0	0.0	0.0	0.04488893467560226	0.0	0.0	0.16540218533777992	0.0	0.0	0.0	0.07541239551282672	0.06339785428060252	0.0	0.0	0.05373377172926561	0.10109715689520521	0.0	0.0	0.0	0.11637738159037839	0.19978572315239496	0.0	0.0	0.0	0.0	0.0	0.04348326522621973	0.0
4	0.06809308051734399	0.13368213676457946	0.0	0.11624251194798658	0.052083563911611064	0.023309663069775867	0.0	0.061336635697799305	0.10289326603702162	0.10471226117751031	0.0	0.0	0.0	0.015108902780450585	0.0	0.0	0.0	0.0	0.0	0.0917626798703375	0.15044062932023175	0.07749008679005956	0.13160379624310642	0.0	0.0	0.0	0.08977786935120452	0.0	0.09986929107184517	0.16540218533777992	0.0	0.0	0.0	0.07541239551282672	0.06339785428060252	0.0	0.032120337688819	0.05373377172926561	0.10109715689520521	0.0	0.0	0.039575658706168027	0.23275476318075677	0.19978572315239496	0.0	0.0	0.10453586884386308	0.0	0.05602280128012101	0.08696653045243946	0.0
5	0.06809308051734399	0.13368213676457946	0.06272438079118527	0.1549900159306488	0.052083563911611064	0.023309663069775867	0.0	0.061336635697799305	0.10289326603702162	0.10471226117751031	0.0	0.0	0.0	0.015108902780450585	0.16398367509717673	0.0	0.0	0.0	0.0	0.0917626798703375	0.15044062932023175	0.11623513018508934	0.13160379624310642	0.0	0.0	0.0	0.08977786935120452	0.0	0.13315905476246023	0.16540218533777992	0.0	0.0	0.05198850305448052	0.07541239551282672	0.09509678142090378	0.0	0.09636101306645702	0.05373377172926561	0.10109715689520521	0.0	0.04618778280490738	0.039575658706168027	0.34913214477113513	0.19978572315239496	0.0	0.0	0.10453586884386308	0.0820411678478202	0.05602280128012101	0.17393306090487892	0.0
6	0.06809308051734399	0.13368213676457946	0.06272438079118527	0.1549900159306488	0.052083563911611064	0.023309663069775867	0.14508409037607176	0.061336635697799305	0.10289326603702162	0.10471226117751031	0.0	0.0	0.0	0.015108902780450585	0.21864490012956897	0.0	0.0	0.0	0.06050558466546462	0.0917626798703375	0.15044062932023175	0.11623513018508934	0.13160379624310642	0.0	0.0	0.0	0.08977786935120452	0.0	0.19973858214369034	0.16540218533777992	0.0	0.0	0.05198850305448052	0.07541239551282672	0.1584946357015063	0.0	0.09636101306645702	0.10746754345853123	0.10109715689520521	0.0	0.04618778280490738	0.039575658706168027	0.34913214477113513	0.19978572315239496	0.30571740461413166	0.0	0.20907173768772616	0.0820411678478202	0.16806840384036303	0.17393306090487892	0.0
7	0.06809308051734399	0.2673642735291589	0.12544876158237053	0.23248502389597317	0.052083563911611064	0.023309663069775867	0.21762613556410762	0.061336635697799305	0.10289326603702162	0.2617806529437758	0.0	0.0	0.0	0.015108902780450585	0.21864490012956897	0.0655826510278277	0.0	0.034981465245546975	0.06050558466546462	0.183525359740675	0.15044062932023175	0.11623513018508934	0.13160379624310642	0.07844325900991429	0.05844809324200936	0.0	0.08977786935120452	0.0	0.2330283458343054	0.16540218533777992	0.0	0.0	0.05198850305448052	0.07541239551282672	0.1584946357015063	0.0	0.09636101306645702	0.10746754345853123	0.10109715689520521	0.07277100413142822	0.04618778280490738	0.039575658706168027	0.5818869079518919	0.19978572315239496	0.30571740461413166	0.0	0.20907173768772616	0.0820411678478202	0.16806840384036303	0.21741632613109865	0.0
8	0.06809308051734399	0.2673642735291589	0.12544876158237053	0.23248502389597317	0.052083563911611064	0.023309663069775867	0.21762613556410762	0.061336635697799305	0.10289326603702162	0.2617806529437758	0.0	0.0	0.0	0.03021780556090117	0.27330612516196123	0.0655826510278277	0.0	0.10494439573664092	0.06050558466546462	0.183525359740675	0.15044062932023175	0.19372521697514888	0.13160379624310642	0.07844325900991429	0.05844809324200936	0.0	0.08977786935120452	0.04764797674778735	0.26631810952492047	0.2756703088962999	0.0	0.0	0.05198850305448052	0.11311859326924009	0.2218924899821088	0.0	0.09636101306645702	0.10746754345853123	0.10109715689520521	0.07277100413142822	0.04618778280490738	0.039575658706168027	0.6594718290121442	0.19978572315239496	0.30571740461413166	0.0	0.20907173768772616	0.0820411678478202	0.16806840384036303	0.21741632613109865	0.0
9	0.06809308051734399	0.3007848077203038	0.12544876158237053	0.2712325278786354	0.052083563911611064	0.023309663069775867	0.21762613556410762	0.061336635697799305	0.10289326603702162	0.31413678353253094	0.0	0.0	0.0	0.04532670834135175	0.27330612516196123	0.0655826510278277	0.0	0.10494439573664092	0.06050558466546462	0.2752880396110125	0.3008812586404635	0.19372521697514888	0.26320759248621284	0.07844325900991429	0.05844809324200936	0.0	0.08977786935120452	0.04764797674778735	0.2996078732155355	0.2756703088962999	0.0	0.0	0.05198850305448052	0.11311859326924009	0.2852903442627113	0.0	0.09636101306645702	0.10746754345853123	0.10109715689520521	0.07277100413142822	0.04618778280490738	0.039575658706168027	0.6594718290121442	0.19978572315239496	0.30571740461413166	0.0	0.20907173768772616	0.0820411678478202	0.16806840384036303	0.21741632613109865	0.0
10	0.06809308051734399	0.3007848077203038	0.12544876158237053	0.2712325278786354	0.052083563911611064	0.023309663069775867	0.21762613556410762	0.061336635697799305	0.10289326603702162	0.31413678353253094	0.0	0.08966878413522483	0.0	0.04532670834135175	0.27330612516196123	0.0655826510278277	0.0	0.10494439573664092	0.06050558466546462	0.2752880396110125	0.3008812586404635	0.19372521697514888	0.26320759248621284	0.07844325900991429	0.05844809324200936	0.0	0.08977786935120452	0.04764797674778735	0.33289763690615054	0.2756703088962999	0.04499065296689286	0.0	0.05198850305448052	0.11311859326924009	0.3169892714030126	0.0	0.128481350755276	0.10746754345853123	0.10109715689520521	0.07277100413142822	0.04618778280490738	0.039575658706168027	0.6594718290121442	0.19978572315239496	0.30571740461413166	0.0	0.20907173768772616	0.0820411678478202	0.22409120512048403	0.21741632613109865	0.0
